date,store_id,city,area,area_type,income_level,sku_id,category,price,discount_pct,weather,is_weekend,is_holiday,raw_demand,units_sold,inventory_level,lead_time_days,order_placed,order_quantity
2022-06-05,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DIAPERS_SM,BabyCare,350,0.0,Cloudy,1,0,12,12,75,3.0,0,0
2023-11-04,DS_MUM_01,Mumbai,Andheri,Residential,,SOAP_BAR,PersonalCare,35,,Sunny,1,0,43,43,208,2.0,0,0
2023-02-25,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,1,0,26,26,125,4.0,0,0
2022-02-23,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,23,23,257,2.0,0,0
01/05/2022,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,5.0,Sunny,1,0,92,92,143,3.0,0,0
2023-02-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Sunny,0,0,53,53,297,1.0,0,0
2023-01-16,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Cloudy,0,0,11,11,64,3.0,0,0
2023-01-09,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Foggy,0,0,103,103,182,1.0,0,0
2023-10-13,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,EGGS_12PK,Dairy,72,,Cloudy,0,0,45,45,284,1.0,0,0
2022-05-25,DS_PUN_01,Pune,Koregaon,Commercial,High,PANEER_200G,Dairy,85,0.0,Sunny,0,0,37,37,168,1.0,0,0
2023-06-28,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,18,18,12,1.0,0,0
2022-01-05,DS_PUN_01,Pune,Koregaon,Commercial,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,45,45,140,1.0,0,0
2023-08-22,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ONION_1KG,Vegetables,40,0.0,Rainy,0,0,88,88,114,1.0,0,0
08/08/2022,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Rainy,0,0,28,28,49,1.0,1,283
2023-08-19,DS_MUM_01,Mumbai,Andheri,Residential,High,MAGGI_NOOD,Packaged,14,5.0,Rainy,1,0,87,87,461,2.0,0,0
2022-09-30,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,0.0,Sunny,0,0,31,31,184,2.0,0,0
2023-01-13,DS_PUN_02,Pune,Hadapsar,Residential,Medium,WATER_1L,Beverages,20,0.0,Foggy,0,0,84,84,426,1.0,0,0
2023-06-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Rainy,0,0,61,61,72,1.0,0,0
2022-05-25,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,EGGS_12PK,Dairy,72,0.0,Sunny,0,0,49,49,244,1.0,0,0
2023-05-01,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Hot,0,0,72,72,171,1.0,0,0
2022-11-25,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Sunny,0,0,36,36,123,1.0,0,0
2023-10-02,DS_PUN_01,Pune,Koregaon,Commercial,High,TOMATO_500G,Vegetables,30,15.0,Cloudy,0,1,134,134,303,1.0,0,0
2022-09-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Cloudy,0,0,20,20,101,2.0,0,0
2023-05-13,DS_MUM_01,Mumbai,Andheri,Residential,,PANEER_200G,Dairy,85,0.0,Hot,1,0,29,29,207,2.0,0,0
2023-09-26,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,10,10,88,1.0,0,0
2024-03-03,DS_PUN_01,Pune,Koregaon,Commercial,High,WATER_1L,Beverages,20,5.0,Sunny,1,0,116,116,129,1.0,1,850
2022-02-14,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ATTA_5KG,Staples,220,0.0,Sunny,0,0,28,28,160,2.0,0,0
2023-06-05,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,26,26,182,2.0,0,0
2022-07-04,DS_PUN_01,Pune,Koregaon,Commercial,High,ONION_1KG,Vegetables,40,0.0,,0,0,103,103,300,,0,0
2022-03-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SOAP_BAR,PersonalCare,35,20.0,Cloudy,0,1,24,24,8,3.0,0,0
2023-05-29,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,,0,0,16,16,88,3.0,0,0
2023-09-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Sunny,0,0,52,52,398,1.0,0,0
2022-09-04,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,0.0,Rainy,1,0,69,69,204,2.0,0,0
2023-01-28,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,1,0,46,46,263,2.0,0,0
2023-11-18,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BANANA_DOZ,Fruits,50,5.0,Sunny,1,0,88,88,189,1.0,0,0
2023-08-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Rainy,0,0,28,28,191,1.0,0,0
2023-01-14,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,RICE_1KG,Staples,60,5.0,Sunny,1,0,66,66,238,2.0,0,0
2023-09-27,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,18,18,39,1.0,0,0
2023-05-30,DS_MUM_01,Mumbai,Andheri,Residential,High,BREAD_WH,Bakery,45,0.0,Hot,0,0,40,40,602,1.0,0,0
31/03/2023,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BREAD_WH,Bakery,45,0.0,Sunny,0,0,49,49,263,,0,0
2023-07-06,DS_MUM_01,Mumbai,Andheri,Residential,High,BISCUIT_PK,Snacks,30,0.0,Cloudy,0,0,25,25,68,2.0,0,0
2022-08-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Rainy,0,0,54,54,73,2.0,0,0
2023-05-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,24,24,71,2.0,0,0
2022-12-30,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,16,16,92,3.0,0,0
2022-08-12,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Cloudy,0,0,55,55,239,1.0,0,0
2022-12-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Foggy,1,0,82,82,166,1.0,0,0
2023-05-12,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ONION_1KG,Vegetables,40,0.0,Hot,0,0,6,6,371,1.0,0,0
2024-03-19,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,PANEER_200G,Dairy,85,0.0,Hot,0,0,40,40,42,1.0,1,245
2023-12-30,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,5.0,Cloudy,1,0,22,22,222,2.0,0,0
2023-05-11,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Hot,0,0,15,15,97,1.0,0,0
2023-04-26,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,33,33,69,2.0,0,0
2023-01-04,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,,0,0,12,12,51,1.0,0,0
2023-04-25,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,9,9,22,3.0,0,0
2023-09-21,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,64,64,506,1.0,0,0
2023-01-02,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Sunny,0,0,53,53,225,1.0,0,0
2022-12-29,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,82,82,928,1.0,0,0
2023-03-01,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Hot,0,0,17,17,76,3.0,0,0
2022-03-29,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Cloudy,0,0,49,49,412,2.0,0,0
2023-11-12,DS_PUN_02,Pune,Hadapsar,Residential,Medium,PANEER_200G,Dairy,85,20.0,Sunny,1,1,64,64,219,1.0,0,0
2022-08-21,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,5.0,Cloudy,1,0,24,24,180,2.0,0,0
2022-08-30,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,Cloudy,0,0,30,30,293,2.0,0,0
2024-01-15,DS_PUN_02,Pune,Hadapsar,Residential,Medium,PANEER_200G,Dairy,85,0.0,Foggy,0,0,41,41,319,1.0,0,0
2023-07-21,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,0.0,Cloudy,0,0,36,36,312,2.0,0,0
2022-08-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,13,13,178,1.0,0,0
2024-01-12,DS_PUN_01,Pune,Koregaon,Commercial,High,ATTA_5KG,Staples,220,0.0,Sunny,0,0,26,26,44,2.0,0,0
2024-02-08,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Foggy,0,0,42,42,95,2.0,0,0
2022-12-06,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,20,20,149,3.0,0,0
2022-11-13,DS_MUM_01,Mumbai,Andheri,Residential,High,CHIPS_LAYS,Snacks,20,0.0,,1,0,54,54,176,2.0,0,0
2023-06-14,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,17,17,67,4.0,1,126
2022-09-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Rainy,0,0,29,29,42,2.0,0,0
2022-03-31,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,35,35,285,2.0,0,0
2022-06-13,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,0.0,Rainy,0,0,29,29,113,2.0,0,0
2024-03-09,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,5.0,Sunny,1,0,21,21,22,3.0,0,0
2022-07-16,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BANANA_DOZ,Fruits,50,0.0,Rainy,1,0,34,34,177,1.0,0,0
2022-09-05,DS_MUM_01,Mumbai,Andheri,Residential,High,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,21,21,116,3.0,0,0
2022-04-04,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Cloudy,0,0,38,38,128,2.0,0,0
2022-05-16,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,0.0,Sunny,0,0,41,41,115,2.0,0,0
2023-12-29,DS_PUN_01,Pune,Koregaon,Commercial,High,EGGS_12PK,Dairy,72,0.0,Sunny,0,0,37,37,247,1.0,0,0
2023-05-17,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,PANEER_200G,Dairy,85,0.0,Sunny,0,0,32,32,23,1.0,1,245
2023-06-30,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Rainy,0,0,46,46,268,2.0,0,0
2023-03-28,DS_PUN_01,Pune,Koregaon,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Hot,0,0,13,13,83,3.0,0,0
2022-10-20,DS_PUN_01,Pune,Koregaon,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Partly Cloudy,0,0,48,48,272,2.0,0,0
2022-07-15,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SOAP_BAR,PersonalCare,35,0.0,Cloudy,0,0,14,14,47,2.0,1,140
2022-09-12,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SHAMPOO_SM,PersonalCare,99,0.0,Rainy,0,0,4,4,80,3.0,0,0
2023-02-02,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,84,84,525,1.0,0,0
2022-06-14,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,31,31,327,2.0,0,0
2023-10-18,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,62,62,87,2.0,1,364
2024-02-02,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CURD_400G,Dairy,42,0.0,Foggy,0,0,51,51,237,1.0,0,0
2023-02-06,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,,Sunny,0,0,64,64,68,2.0,1,280
2022-12-02,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Foggy,0,0,25,25,278,2.0,0,0
2023-05-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,5.0,Hot,1,0,15,15,107,3.0,0,0
2022-08-14,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,MILK_500ML,Dairy,28,5.0,Cloudy,1,0,112,112,94,1.0,1,680
2023-12-16,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,5.0,Sunny,1,0,59,59,173,2.0,0,0
2023-02-26,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,5.0,Sunny,1,0,13,13,95,3.0,0,0
2022-08-01,DS_MUM_01,Mumbai,Andheri,Residential,High,ATTA_5KG,Staples,220,0.0,Cloudy,0,0,24,24,96,2.0,0,0
2022-03-03,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BUTTER_100G,Dairy,55,0.0,Sunny,0,0,25,25,172,1.0,0,0
2022-12-26,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,0.0,Cloudy,0,0,51,51,872,1.0,0,0
2022-01-05,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,18,18,25,3.0,0,0
2022-07-07,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,MAGGI_NOOD,Packaged,14,0.0,Sunny,0,0,43,43,414,2.0,0,0
2022-09-11,DS_PUN_01,Pune,Koregaon,Commercial,High,EGGS_12PK,Dairy,72,5.0,Rainy,1,0,45,45,77,1.0,0,0
08/09/2023,DS_MUM_01,Mumbai,Andheri,Residential,High,SOAP_BAR,PersonalCare,35,,Cloudy,0,0,28,28,29,2.0,0,0
2023-09-01,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,EGGS_12PK,Dairy,72,0.0,Rainy,0,0,50,50,307,1.0,0,0
2023-07-29,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,5.0,Cloudy,1,0,56,56,202,1.0,0,0
2022-08-22,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Cloudy,0,0,40,40,126,2.0,0,0
2022-06-19,DS_MUM_01,Mumbai,Andheri,Residential,High,BREAD_WH,Bakery,45,5.0,Rainy,1,0,68,68,139,1.0,0,0
2023-10-16,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,TOMATO_500G,Vegetables,30,0.0,Cloudy,0,0,140,140,202,1.0,0,0
2024-03-28,DS_PUN_01,Pune,Koregaon,Commercial,High,MILK_500ML,Dairy,28,0.0,Sunny,0,0,61,61,452,1.0,0,0
2022-04-19,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,WATER_1L,Beverages,20,0.0,Sunny,0,0,116,116,1033,1.0,0,0
2022-01-12,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,Cloudy,0,0,35,35,56,3.0,1,210
2023-04-18,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Hot,0,0,25,25,163,3.0,0,0
2022-12-06,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,38,38,117,2.0,0,0
2024-01-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,WATER_1L,Beverages,20,10.0,Cloudy,0,1,146,146,649,1.0,0,0
2023-02-26,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Foggy,1,0,116,116,408,1.0,0,0
2024-02-25,DS_PUN_01,Pune,Koregaon,Commercial,High,CURD_400G,Dairy,42,5.0,Foggy,1,0,34,34,115,1.0,0,0
2022-10-17,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Partly Cloudy,0,0,111,111,1044,1.0,0,0
2023-03-11,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Hot,1,0,48,48,228,2.0,0,0
2024-02-10,DS_MUM_01,Mumbai,Andheri,Residential,High,BISCUIT_PK,Snacks,30,0.0,Cloudy,1,0,48,48,264,2.0,0,0
2022-04-22,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Sunny,0,0,18,18,263,2.0,0,0
2023-10-11,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,0.0,Cloudy,0,0,17,17,193,2.0,0,0
2024-01-20,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,5.0,Sunny,1,0,37,37,146,2.0,0,0
2024-01-23,DS_MUM_01,Mumbai,Andheri,Residential,High,BANANA_DOZ,Fruits,50,0.0,Cloudy,0,0,43,43,47,1.0,1,315
08/09/2023,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,17,17,131,3.0,0,0
2023-12-09,DS_PUN_01,Pune,Koregaon,Commercial,High,CURD_400G,Dairy,42,,Foggy,1,0,42,42,21,1.0,1,297
2023-03-30,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CURD_400G,Dairy,42,0.0,Sunny,0,0,37,37,272,1.0,0,0
2023-06-28,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,RICE_1KG,Staples,60,0.0,Cloudy,0,0,51,51,347,,0,0
2023-11-03,DS_PUN_01,Pune,Koregaon,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Partly Cloudy,0,0,36,36,103,3.0,0,0
2023-05-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Sunny,0,0,12,12,53,3.0,0,0
2023-03-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Hot,0,0,72,72,143,2.0,0,0
2022-02-23,DS_PUN_01,Pune,Koregaon,Commercial,High,CURD_400G,Dairy,42,0.0,Foggy,0,0,39,39,33,1.0,1,220
2023-07-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SOAP_BAR,PersonalCare,35,5.0,Rainy,1,0,38,38,130,3.0,0,0
2022-11-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,0.0,Sunny,1,0,116,116,262,1.0,0,0
2022-02-11,DS_MUM_01,Mumbai,Andheri,Residential,High,BISCUIT_PK,Snacks,30,0.0,,0,0,29,29,62,2.0,0,0
2023-08-30,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,17,17,40,3.0,0,0
2023-12-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,28,28,139,2.0,0,0
2023-11-20,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Sunny,0,0,30,30,167,1.0,0,0
2024-01-09,DS_PUN_02,Pune,Hadapsar,Residential,Medium,PANEER_200G,Dairy,85,0.0,Cloudy,0,0,26,26,238,1.0,0,0
2022-05-18,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Sunny,0,0,43,43,55,2.0,1,218
2022-08-23,DS_PUN_02,Pune,Hadapsar,Residential,Medium,PANEER_200G,Dairy,85,0.0,Cloudy,0,0,41,41,96,1.0,0,0
2024-01-05,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,35,35,254,1.0,0,0
2023-04-13,DS_MUM_01,Mumbai,Andheri,Residential,High,EGGS_12PK,Dairy,72,0.0,Hot,0,0,43,43,59,1.0,0,0
2023-07-07,DS_MUM_01,Mumbai,Andheri,Residential,High,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,17,17,138,3.0,0,0
2023-05-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,5.0,Hot,1,0,83,83,324,2.0,0,0
2022-01-15,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Foggy,1,0,24,24,203,,0,0
2023-09-07,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Rainy,0,0,51,51,30,1.0,1,420
2023-04-29,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,5.0,Hot,1,0,128,128,265,1.0,0,0
2023-11-24,DS_PUN_01,Pune,Koregaon,Commercial,High,PANEER_200G,Dairy,85,0.0,Partly Cloudy,0,0,25,25,236,1.0,0,0
2023-03-10,DS_PUN_01,Pune,Koregaon,Commercial,High,PANEER_200G,Dairy,85,0.0,,0,0,23,23,216,1.0,0,0
2022-08-13,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BANANA_DOZ,Fruits,50,5.0,Rainy,1,0,71,71,124,1.0,0,0
2023-12-22,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,PANEER_200G,Dairy,85,0.0,Sunny,0,0,39,39,154,1.0,0,0
2022-06-28,DS_MUM_01,Mumbai,Andheri,Residential,High,BUTTER_100G,Dairy,55,0.0,Rainy,0,0,14,14,199,1.0,0,0
2023-02-19,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,10.0,Sunny,1,0,59,59,159,1.0,0,0
2022-09-22,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Rainy,0,0,10,10,20,4.0,0,0
2022-04-08,DS_MUM_01,Mumbai,Andheri,Residential,High,EGGS_12PK,Dairy,72,0.0,Sunny,0,0,45,45,228,1.0,0,0
2022-08-02,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Rainy,0,0,35,35,191,1.0,0,0
2023-01-20,DS_PUN_01,Pune,Koregaon,Commercial,High,COKE_2L,Beverages,95,,Cloudy,0,0,31,31,135,2.0,0,0
2023-08-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,35,35,120,2.0,0,0
2023-07-24,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,17,17,48,1.0,0,0
2022-04-22,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,,Sunny,0,0,45,45,252,1.0,0,0
2023-06-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,5.0,Cloudy,1,0,105,105,161,1.0,0,0
2022-09-27,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,25,25,83,4.0,1,147
2022-01-13,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,0.0,Foggy,0,0,12,12,122,3.0,0,0
2022-07-07,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,38,38,435,2.0,0,0
2023-12-25,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,15.0,Sunny,0,1,29,29,88,2.0,0,0
2022-01-10,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Cloudy,0,0,27,27,283,2.0,0,0
2022-05-13,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,16,16,25,3.0,0,0
2022-08-05,DS_PUN_01,Pune,Koregaon,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,32,32,193,2.0,0,0
2023-09-30,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,WATER_1L,Beverages,20,0.0,Rainy,1,0,66,66,189,1.0,0,0
2023-01-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CURD_400G,Dairy,42,0.0,Cloudy,0,0,54,54,104,2.0,1,315
2023-07-29,DS_MUM_01,Mumbai,Andheri,Residential,High,BANANA_DOZ,Fruits,50,0.0,Cloudy,1,0,74,74,129,1.0,0,0
2023-06-20,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,12,12,31,2.0,1,98
2023-09-10,DS_MUM_01,Mumbai,Andheri,Residential,High,BISCUIT_PK,Snacks,30,5.0,Cloudy,1,0,56,56,140,2.0,0,0
2023-07-07,DS_PUN_01,Pune,Koregaon,Commercial,High,PANEER_200G,Dairy,85,0.0,Rainy,0,0,31,31,97,1.0,0,0
2023-05-15,DS_MUM_01,Mumbai,Andheri,Residential,High,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,19,19,288,2.0,0,0
2022-04-15,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,15.0,Sunny,0,1,28,28,26,3.0,0,0
2022-05-05,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Sunny,0,0,8,8,61,3.0,1,126
2023-03-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SOAP_BAR,PersonalCare,35,0.0,Hot,0,0,15,15,74,2.0,0,0
2023-05-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Sunny,0,0,15,15,125,1.0,0,0
2023-06-09,DS_PUN_01,Pune,Koregaon,Commercial,High,ATTA_5KG,Staples,220,0.0,Rainy,0,0,23,23,140,2.0,0,0
